problem_id,slug,title,difficulty,acceptance,problem_url,source_keys,source_count,concepts,imported_at
304,range-sum-query-2d-immutable,Range Sum Query 2D - Immutable,Medium,,https://leetcode.com/problems/range-sum-query-2d-immutable/,coding-plan-deep-work,1,,2026-05-17
309,best-time-to-buy-and-sell-stock-with-cooldown,Best Time to Buy and Sell Stock with Cooldown,Medium,,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown/,coding-plan-deep-work;classic-3-topics-dp;neetcode-150,3,2-D Dynamic Programming,2026-05-25
312,burst-balloons,Burst Balloons,Hard,,https://leetcode.com/problems/burst-balloons/,coding-plan-deep-work;neetcode-150,2,2-D Dynamic Programming,2026-05-25
322,coin-change,Coin Change,Medium,48.4%,https://leetcode.com/problems/coin-change/,blind-curated-75;coding-plan-deep-work;google-thirty-days;classic-3-topics-dp;neetcode-150,5,1-D Dynamic Programming,2026-05-25
323,number-of-connected-components-in-an-undirected-graph,Number of Connected Components in an Undirected Graph,Medium,65.0%,https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph/,blind-curated-75;neetcode-150,2,Graphs,2026-05-25
325,maximum-size-subarray-sum-equals-k,Maximum Size Subarray Sum Equals k,Medium,,https://leetcode.com/problems/maximum-size-subarray-sum-equals-k/,coding-plan-deep-work,1,,2026-05-17
326,power-of-three,Power of Three,Easy,51.1%,https://leetcode.com/problems/power-of-three/,google-thirty-days,1,,2026-05-17
329,longest-increasing-path-in-a-matrix,Longest Increasing Path in a Matrix,Hard,,https://leetcode.com/problems/longest-increasing-path-in-a-matrix/,coding-plan-deep-work;neetcode-150,2,2-D Dynamic Programming,2026-05-25
332,reconstruct-itinerary,Reconstruct Itinerary,Hard,,https://leetcode.com/problems/reconstruct-itinerary/,coding-plan-deep-work;neetcode-150,2,Advanced Graphs,2026-05-25
337,house-robber-iii,House Robber III,Medium,55.9%,https://leetcode.com/problems/house-robber-iii/,coding-plan-deep-work;licc-bonus-dp,2,,2026-05-17
338,counting-bits,Counting Bits,Easy,80.6%,https://leetcode.com/problems/counting-bits/,blind-curated-75;neetcode-150,2,Bit Manipulation,2026-05-25
339,nested-list-weight-sum,Nested List Weight Sum,Medium,86.0%,https://leetcode.com/problems/nested-list-weight-sum/,meta-thirty-days,1,,2026-05-17
340,longest-substring-with-at-most-k-distinct-characters,Longest Substring with At Most K Distinct Characters,Medium,,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters/,coding-plan-deep-work,1,,2026-05-17
344,reverse-string,Reverse String,Easy,80.8%,https://leetcode.com/problems/reverse-string/,google-thirty-days,1,,2026-05-17
345,reverse-vowels-of-a-string,Reverse Vowels of a String,Easy,61.3%,https://leetcode.com/problems/reverse-vowels-of-a-string/,google-thirty-days,1,,2026-05-17
347,top-k-frequent-elements,Top K Frequent Elements,Medium,66.4%,https://leetcode.com/problems/top-k-frequent-elements/,blind-curated-75;coding-plan-deep-work;google-thirty-days;meta-thirty-days;neetcode-150,5,Arrays & Hashing,2026-05-25
349,intersection-of-two-arrays,Intersection of Two Arrays,Easy,77.8%,https://leetcode.com/problems/intersection-of-two-arrays/,google-thirty-days,1,,2026-05-17
353,design-snake-game,Design Snake Game,Medium,,https://leetcode.com/problems/design-snake-game/,coding-plan-deep-work,1,,2026-05-17
354,russian-doll-envelopes,Russian Doll Envelopes,Hard,,https://leetcode.com/problems/russian-doll-envelopes/,coding-plan-deep-work,1,,2026-05-17
355,design-twitter,Design Twitter,Medium,,https://leetcode.com/problems/design-twitter/,coding-plan-deep-work;neetcode-150,2,Heap / Priority Queue,2026-05-25
368,largest-divisible-subset,Largest Divisible Subset,Medium,49.6%,https://leetcode.com/problems/largest-divisible-subset/,licc-bonus-dp,1,,2026-05-17
371,sum-of-two-integers,Sum of Two Integers,Medium,55.5%,https://leetcode.com/problems/sum-of-two-integers/,blind-curated-75;neetcode-150,2,Bit Manipulation,2026-05-25
373,find-k-pairs-with-smallest-sums,Find K Pairs with Smallest Sums,Medium,41.9%,https://leetcode.com/problems/find-k-pairs-with-smallest-sums/,coding-plan-deep-work;licc-bonus-heaps,2,,2026-05-17
374,guess-number-higher-or-lower,Guess Number Higher or Lower,Easy,57.5%,https://leetcode.com/problems/guess-number-higher-or-lower/,licc-bonus-binary-search,1,,2026-05-17
378,kth-smallest-element-in-a-sorted-matrix,Kth Smallest Element in a Sorted Matrix,Medium,,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix/,coding-plan-deep-work,1,,2026-05-17
380,insert-delete-getrandom-o1,Insert Delete GetRandom O(1),Medium,,https://leetcode.com/problems/insert-delete-getrandom-o1/,coding-plan-deep-work,1,,2026-05-17
394,decode-string,Decode String,Medium,62.6%,https://leetcode.com/problems/decode-string/,coding-plan-deep-work;google-thirty-days,2,,2026-05-17
396,rotate-function,Rotate Function,Medium,54.1%,https://leetcode.com/problems/rotate-function/,google-thirty-days;meta-thirty-days,2,,2026-05-17
399,evaluate-division,Evaluate Division,Medium,,https://leetcode.com/problems/evaluate-division/,classic-3-topics-graph-tree,1,,2026-05-19
402,remove-k-digits,Remove K Digits,Medium,,https://leetcode.com/problems/remove-k-digits/,coding-plan-deep-work,1,,2026-05-17
410,split-array-largest-sum,Split Array Largest Sum,Hard,60.4%,https://leetcode.com/problems/split-array-largest-sum/,coding-plan-deep-work;google-thirty-days,2,,2026-05-17
416,partition-equal-subset-sum,Partition Equal Subset Sum,Medium,,https://leetcode.com/problems/partition-equal-subset-sum/,coding-plan-deep-work;classic-3-topics-dp;neetcode-150,3,1-D Dynamic Programming,2026-05-25
417,pacific-atlantic-water-flow,Pacific Atlantic Water Flow,Medium,60.9%,https://leetcode.com/problems/pacific-atlantic-water-flow/,blind-curated-75;coding-plan-deep-work;classic-3-topics-graph-tree;neetcode-150,4,Graphs,2026-05-25
424,longest-repeating-character-replacement,Longest Repeating Character Replacement,Medium,59.6%,https://leetcode.com/problems/longest-repeating-character-replacement/,blind-curated-75;coding-plan-deep-work;google-thirty-days;neetcode-150,4,Sliding Window,2026-05-25
435,non-overlapping-intervals,Non-overlapping Intervals,Medium,57.1%,https://leetcode.com/problems/non-overlapping-intervals/,blind-curated-75;coding-plan-deep-work;neetcode-150,3,Intervals,2026-05-25
437,path-sum-iii,Path Sum III,Medium,46.4%,https://leetcode.com/problems/path-sum-iii/,google-thirty-days,1,,2026-05-17
438,find-all-anagrams-in-a-string,Find All Anagrams in a String,Medium,,https://leetcode.com/problems/find-all-anagrams-in-a-string/,coding-plan-deep-work,1,,2026-05-17
451,sort-characters-by-frequency,Sort Characters By Frequency,Medium,75.3%,https://leetcode.com/problems/sort-characters-by-frequency/,licc-bonus-hashing,1,,2026-05-17
452,minimum-number-of-arrows-to-burst-balloons,Minimum Number of Arrows to Burst Balloons,Medium,,https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons/,coding-plan-deep-work,1,,2026-05-17
456,132-pattern,132 Pattern,Medium,,https://leetcode.com/problems/132-pattern/,coding-plan-deep-work,1,,2026-05-17
460,lfu-cache,LFU Cache,Hard,,https://leetcode.com/problems/lfu-cache/,coding-plan-deep-work,1,,2026-05-17
474,ones-and-zeroes,Ones and Zeroes,Medium,53.3%,https://leetcode.com/problems/ones-and-zeroes/,licc-bonus-dp,1,,2026-05-17
480,sliding-window-median,Sliding Window Median,Hard,,https://leetcode.com/problems/sliding-window-median/,coding-plan-deep-work,1,,2026-05-17
485,max-consecutive-ones,Max Consecutive Ones,Easy,65.1%,https://leetcode.com/problems/max-consecutive-ones/,google-thirty-days,1,,2026-05-17
489,robot-room-cleaner,Robot Room Cleaner,Hard,,https://leetcode.com/problems/robot-room-cleaner/,coding-plan-deep-work,1,,2026-05-17
491,non-decreasing-subsequences,Non-decreasing Subsequences,Medium,62.7%,https://leetcode.com/problems/non-decreasing-subsequences/,licc-bonus-backtracking,1,,2026-05-17
494,target-sum,Target Sum,Medium,52.2%,https://leetcode.com/problems/target-sum/,licc-bonus-dp;classic-3-topics-dp;neetcode-150,3,2-D Dynamic Programming,2026-05-25
496,next-greater-element-i,Next Greater Element I,Easy,76.1%,https://leetcode.com/problems/next-greater-element-i/,google-thirty-days,1,,2026-05-17
502,ipo,IPO,Hard,,https://leetcode.com/problems/ipo/,coding-plan-deep-work,1,,2026-05-17
503,next-greater-element-ii,Next Greater Element II,Medium,,https://leetcode.com/problems/next-greater-element-ii/,coding-plan-deep-work,1,,2026-05-17
518,coin-change-ii,Coin Change II,Medium,60.1%,https://leetcode.com/problems/coin-change-ii/,licc-bonus-dp;classic-3-topics-dp;neetcode-150,3,2-D Dynamic Programming,2026-05-25
523,continuous-subarray-sum,Continuous Subarray Sum,Medium,,https://leetcode.com/problems/continuous-subarray-sum/,coding-plan-deep-work,1,,2026-05-17
525,contiguous-array,Contiguous Array,Medium,,https://leetcode.com/problems/contiguous-array/,coding-plan-deep-work,1,,2026-05-17
528,random-pick-with-weight,Random Pick with Weight,Medium,,https://leetcode.com/problems/random-pick-with-weight/,coding-plan-deep-work,1,,2026-05-17
535,encode-and-decode-tinyurl,Encode and Decode TinyURL,Medium,,https://leetcode.com/problems/encode-and-decode-tinyurl/,coding-plan-deep-work,1,,2026-05-17
540,single-element-in-a-sorted-array,Single Element in a Sorted Array,Medium,59.3%,https://leetcode.com/problems/single-element-in-a-sorted-array/,google-thirty-days;licc-bonus-binary-search,2,,2026-05-17
542,01-matrix,01 Matrix,Medium,53.9%,https://leetcode.com/problems/01-matrix/,google-thirty-days;classic-3-topics-graph-tree,2,,2026-05-17
543,diameter-of-binary-tree,Diameter of Binary Tree,Easy,,https://leetcode.com/problems/diameter-of-binary-tree/,coding-plan-deep-work;neetcode-150,2,Trees,2026-05-25
557,reverse-words-in-a-string-iii,Reverse Words in a String III,Easy,84.0%,https://leetcode.com/problems/reverse-words-in-a-string-iii/,licc-bonus-arrays-and-strings,1,,2026-05-17
560,subarray-sum-equals-k,Subarray Sum Equals K,Medium,47.3%,https://leetcode.com/problems/subarray-sum-equals-k/,coding-plan-deep-work;google-thirty-days;classic-3-topics-array-string,3,,2026-05-17
567,permutation-in-string,Permutation in String,Medium,48.8%,https://leetcode.com/problems/permutation-in-string/,coding-plan-deep-work;licc-bonus-hashing;neetcode-150,3,Sliding Window,2026-05-25
572,subtree-of-another-tree,Subtree of Another Tree,Easy,51.6%,https://leetcode.com/problems/subtree-of-another-tree/,blind-curated-75;neetcode-150,2,Trees,2026-05-25
577,employee-bonus,Employee Bonus,Easy,77.4%,https://leetcode.com/problems/employee-bonus/,google-thirty-days,1,,2026-05-17
595,big-countries,Big Countries,Easy,68.5%,https://leetcode.com/problems/big-countries/,google-thirty-days,1,,2026-05-17
621,task-scheduler,Task Scheduler,Medium,,https://leetcode.com/problems/task-scheduler/,coding-plan-deep-work;neetcode-150,2,Heap / Priority Queue,2026-05-25
632,smallest-range-covering-elements-from-k-lists,Smallest Range Covering Elements from K Lists,Hard,70.1%,https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists/,coding-plan-deep-work;licc-bonus-heaps,2,,2026-05-17
636,exclusive-time-of-functions,Exclusive Time of Functions,Medium,66.2%,https://leetcode.com/problems/exclusive-time-of-functions/,meta-thirty-days,1,,2026-05-17
645,set-mismatch,Set Mismatch,Easy,43.7%,https://leetcode.com/problems/set-mismatch/,google-thirty-days,1,,2026-05-17
647,palindromic-substrings,Palindromic Substrings,Medium,72.8%,https://leetcode.com/problems/palindromic-substrings/,blind-curated-75;neetcode-150,2,1-D Dynamic Programming,2026-05-25
649,dota2-senate,Dota2 Senate,Medium,49.8%,https://leetcode.com/problems/dota2-senate/,licc-bonus-stacks-and-queues,1,,2026-05-17
658,find-k-closest-elements,Find K Closest Elements,Medium,,https://leetcode.com/problems/find-k-closest-elements/,coding-plan-deep-work,1,,2026-05-17
668,kth-smallest-number-in-multiplication-table,Kth Smallest Number in Multiplication Table,Hard,,https://leetcode.com/problems/kth-smallest-number-in-multiplication-table/,coding-plan-deep-work,1,,2026-05-17
678,valid-parenthesis-string,Valid Parenthesis String,Medium,,https://leetcode.com/problems/valid-parenthesis-string/,neetcode-150,1,Greedy,2026-05-25
684,redundant-connection,Redundant Connection,Medium,,https://leetcode.com/problems/redundant-connection/,coding-plan-deep-work;neetcode-150,2,Graphs,2026-05-25
692,top-k-frequent-words,Top K Frequent Words,Medium,60.2%,https://leetcode.com/problems/top-k-frequent-words/,licc-bonus-heaps,1,,2026-05-17
695,max-area-of-island,Max Area of Island,Medium,74.0%,https://leetcode.com/problems/max-area-of-island/,classic-3-topics-graph-tree;neetcode-150,2,Graphs,2026-05-25
701,insert-into-a-binary-search-tree,Insert into a Binary Search Tree,Medium,73.5%,https://leetcode.com/problems/insert-into-a-binary-search-tree/,google-thirty-days,1,,2026-05-17
703,kth-largest-element-in-a-stream,Kth Largest Element in a Stream,Easy,61.0%,https://leetcode.com/problems/kth-largest-element-in-a-stream/,google-thirty-days;neetcode-150,2,Heap / Priority Queue,2026-05-25
704,binary-search,Binary Search,Easy,,https://leetcode.com/problems/binary-search/,neetcode-150,1,Binary Search,2026-05-25
719,find-k-th-smallest-pair-distance,Find K-th Smallest Pair Distance,Hard,,https://leetcode.com/problems/find-k-th-smallest-pair-distance/,coding-plan-deep-work,1,,2026-05-17
721,accounts-merge,Accounts Merge,Medium,,https://leetcode.com/problems/accounts-merge/,coding-plan-deep-work;classic-3-topics-graph-tree,2,,2026-05-17
724,find-pivot-index,Find Pivot Index,Easy,62.6%,https://leetcode.com/problems/find-pivot-index/,licc-bonus-arrays-and-strings,1,,2026-05-17
726,number-of-atoms,Number of Atoms,Hard,,https://leetcode.com/problems/number-of-atoms/,coding-plan-deep-work,1,,2026-05-17
735,asteroid-collision,Asteroid Collision,Medium,47.8%,https://leetcode.com/problems/asteroid-collision/,coding-plan-deep-work;licc-bonus-stacks-and-queues,2,,2026-05-17
739,daily-temperatures,Daily Temperatures,Medium,,https://leetcode.com/problems/daily-temperatures/,coding-plan-deep-work;neetcode-150,2,Stack,2026-05-25
743,network-delay-time,Network Delay Time,Medium,,https://leetcode.com/problems/network-delay-time/,coding-plan-deep-work;classic-3-topics-graph-tree;neetcode-150,3,Advanced Graphs,2026-05-25
746,min-cost-climbing-stairs,Min Cost Climbing Stairs,Easy,,https://leetcode.com/problems/min-cost-climbing-stairs/,neetcode-150,1,1-D Dynamic Programming,2026-05-25
759,employee-free-time,Employee Free Time,Hard,,https://leetcode.com/problems/employee-free-time/,coding-plan-deep-work,1,,2026-05-17
763,partition-labels,Partition Labels,Medium,,https://leetcode.com/problems/partition-labels/,coding-plan-deep-work;neetcode-150,2,Greedy,2026-05-25
767,reorganize-string,Reorganize String,Medium,,https://leetcode.com/problems/reorganize-string/,coding-plan-deep-work,1,,2026-05-17
777,swap-adjacent-in-lr-string,Swap Adjacent in LR String,Medium,38.1%,https://leetcode.com/problems/swap-adjacent-in-lr-string/,google-thirty-days,1,,2026-05-17
778,swim-in-rising-water,Swim in Rising Water,Hard,67.8%,https://leetcode.com/problems/swim-in-rising-water/,licc-bonus-binary-search;neetcode-150,2,Advanced Graphs,2026-05-25
787,cheapest-flights-within-k-stops,Cheapest Flights Within K Stops,Medium,,https://leetcode.com/problems/cheapest-flights-within-k-stops/,coding-plan-deep-work;neetcode-150,2,Advanced Graphs,2026-05-25
788,rotated-digits,Rotated Digits,Medium,63.9%,https://leetcode.com/problems/rotated-digits/,google-thirty-days,1,,2026-05-17
791,custom-sort-string,Custom Sort String,Medium,72.3%,https://leetcode.com/problems/custom-sort-string/,licc-bonus-hashing,1,,2026-05-17
796,rotate-string,Rotate String,Easy,66.6%,https://leetcode.com/problems/rotate-string/,google-thirty-days,1,,2026-05-17
815,bus-routes,Bus Routes,Hard,47.3%,https://leetcode.com/problems/bus-routes/,coding-plan-deep-work;google-thirty-days,2,,2026-05-17
846,hand-of-straights,Hand of Straights,Medium,,https://leetcode.com/problems/hand-of-straights/,neetcode-150,1,Greedy,2026-05-25
853,car-fleet,Car Fleet,Medium,,https://leetcode.com/problems/car-fleet/,coding-plan-deep-work;neetcode-150,2,Stack,2026-05-25
862,shortest-subarray-with-sum-at-least-k,Shortest Subarray with Sum at Least K,Hard,,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k/,coding-plan-deep-work,1,,2026-05-17
863,all-nodes-distance-k-in-binary-tree,All Nodes Distance K in Binary Tree,Medium,,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree/,coding-plan-deep-work,1,,2026-05-17
875,koko-eating-bananas,Koko Eating Bananas,Medium,50.0%,https://leetcode.com/problems/koko-eating-bananas/,coding-plan-deep-work;google-thirty-days;neetcode-150,3,Binary Search,2026-05-25
876,middle-of-the-linked-list,Middle of the Linked List,Easy,81.8%,https://leetcode.com/problems/middle-of-the-linked-list/,google-thirty-days,1,,2026-05-17
901,online-stock-span,Online Stock Span,Medium,,https://leetcode.com/problems/online-stock-span/,coding-plan-deep-work,1,,2026-05-17
904,fruit-into-baskets,Fruit Into Baskets,Medium,,https://leetcode.com/problems/fruit-into-baskets/,coding-plan-deep-work,1,,2026-05-17
907,sum-of-subarray-minimums,Sum of Subarray Minimums,Medium,38.6%,https://leetcode.com/problems/sum-of-subarray-minimums/,coding-plan-deep-work;google-thirty-days;licc-bonus-stacks-and-queues,3,,2026-05-17
917,reverse-only-letters,Reverse Only Letters,Easy,68.5%,https://leetcode.com/problems/reverse-only-letters/,licc-bonus-arrays-and-strings,1,,2026-05-17
930,binary-subarrays-with-sum,Binary Subarrays With Sum,Medium,68.8%,https://leetcode.com/problems/binary-subarrays-with-sum/,licc-bonus-hashing,1,,2026-05-17
931,minimum-falling-path-sum,Minimum Falling Path Sum,Medium,60.8%,https://leetcode.com/problems/minimum-falling-path-sum/,google-thirty-days,1,,2026-05-17
946,validate-stack-sequences,Validate Stack Sequences,Medium,70.4%,https://leetcode.com/problems/validate-stack-sequences/,licc-bonus-stacks-and-queues,1,,2026-05-17
962,maximum-width-ramp,Maximum Width Ramp,Medium,,https://leetcode.com/problems/maximum-width-ramp/,coding-plan-deep-work,1,,2026-05-17
968,binary-tree-cameras,Binary Tree Cameras,Hard,,https://leetcode.com/problems/binary-tree-cameras/,coding-plan-deep-work,1,,2026-05-17
973,k-closest-points-to-origin,K Closest Points to Origin,Medium,,https://leetcode.com/problems/k-closest-points-to-origin/,coding-plan-deep-work;neetcode-150,2,Heap / Priority Queue,2026-05-25
977,squares-of-a-sorted-array,Squares of a Sorted Array,Easy,73.7%,https://leetcode.com/problems/squares-of-a-sorted-array/,google-thirty-days,1,,2026-05-17
980,unique-paths-iii,Unique Paths III,Hard,82.8%,https://leetcode.com/problems/unique-paths-iii/,licc-bonus-backtracking,1,,2026-05-17
981,time-based-key-value-store,Time Based Key-Value Store,Medium,,https://leetcode.com/problems/time-based-key-value-store/,coding-plan-deep-work;neetcode-150,2,Binary Search,2026-05-25
986,interval-list-intersections,Interval List Intersections,Medium,,https://leetcode.com/problems/interval-list-intersections/,coding-plan-deep-work,1,,2026-05-17
987,vertical-order-traversal-of-a-binary-tree,Vertical Order Traversal of a Binary Tree,Hard,,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree/,coding-plan-deep-work,1,,2026-05-17
992,subarrays-with-k-different-integers,Subarrays with K Different Integers,Hard,,https://leetcode.com/problems/subarrays-with-k-different-integers/,coding-plan-deep-work,1,,2026-05-17
994,rotting-oranges,Rotting Oranges,Medium,,https://leetcode.com/problems/rotting-oranges/,coding-plan-deep-work;classic-3-topics-graph-tree;neetcode-150,3,Graphs,2026-05-25
1004,max-consecutive-ones-iii,Max Consecutive Ones III,Medium,67.7%,https://leetcode.com/problems/max-consecutive-ones-iii/,coding-plan-deep-work;google-thirty-days;meta-thirty-days,3,,2026-05-17
1011,capacity-to-ship-packages-within-d-days,Capacity To Ship Packages Within D Days,Medium,,https://leetcode.com/problems/capacity-to-ship-packages-within-d-days/,coding-plan-deep-work,1,,2026-05-17
1027,longest-arithmetic-subsequence,Longest Arithmetic Subsequence,Medium,50.0%,https://leetcode.com/problems/longest-arithmetic-subsequence/,licc-bonus-dp,1,,2026-05-17
1032,stream-of-characters,Stream of Characters,Hard,,https://leetcode.com/problems/stream-of-characters/,coding-plan-deep-work,1,,2026-05-17
1035,uncrossed-lines,Uncrossed Lines,Medium,65.2%,https://leetcode.com/problems/uncrossed-lines/,licc-bonus-dp,1,,2026-05-17
1046,last-stone-weight,Last Stone Weight,Easy,,https://leetcode.com/problems/last-stone-weight/,neetcode-150,1,Heap / Priority Queue,2026-05-25
1048,longest-string-chain,Longest String Chain,Medium,,https://leetcode.com/problems/longest-string-chain/,coding-plan-deep-work,1,,2026-05-17
1063,number-of-valid-subarrays,Number of Valid Subarrays,Hard,80.0%,https://leetcode.com/problems/number-of-valid-subarrays/,licc-bonus-stacks-and-queues,1,,2026-05-17
1091,shortest-path-in-binary-matrix,Shortest Path in Binary Matrix,Medium,,https://leetcode.com/problems/shortest-path-in-binary-matrix/,coding-plan-deep-work,1,,2026-05-17
1109,corporate-flight-bookings,Corporate Flight Bookings,Medium,67.3%,https://leetcode.com/problems/corporate-flight-bookings/,google-thirty-days,1,,2026-05-17
1137,n-th-tribonacci-number,N-th Tribonacci Number,Easy,63.2%,https://leetcode.com/problems/n-th-tribonacci-number/,licc-bonus-dp,1,,2026-05-17
1143,longest-common-subsequence,Longest Common Subsequence,Medium,,https://leetcode.com/problems/longest-common-subsequence/,coding-plan-deep-work;classic-3-topics-dp;neetcode-150,3,2-D Dynamic Programming,2026-05-25
1148,article-views-i,Article Views I,Easy,76.6%,https://leetcode.com/problems/article-views-i/,google-thirty-days,1,,2026-05-17
1155,number-of-dice-rolls-with-target-sum,Number of Dice Rolls With Target Sum,Medium,62.3%,https://leetcode.com/problems/number-of-dice-rolls-with-target-sum/,licc-bonus-dp,1,,2026-05-17
1207,unique-number-of-occurrences,Unique Number of Occurrences,Easy,78.7%,https://leetcode.com/problems/unique-number-of-occurrences/,licc-bonus-hashing,1,,2026-05-17
1208,get-equal-substrings-within-budget,Get Equal Substrings Within Budget,Medium,59.7%,https://leetcode.com/problems/get-equal-substrings-within-budget/,licc-bonus-arrays-and-strings,1,,2026-05-17
1218,longest-arithmetic-subsequence-of-given-difference,Longest Arithmetic Subsequence of Given Difference,Medium,54.3%,https://leetcode.com/problems/longest-arithmetic-subsequence-of-given-difference/,licc-bonus-dp,1,,2026-05-17
1234,replace-the-substring-for-balanced-string,Replace the Substring for Balanced String,Medium,,https://leetcode.com/problems/replace-the-substring-for-balanced-string/,coding-plan-deep-work,1,,2026-05-17
1249,minimum-remove-to-make-valid-parentheses,Minimum Remove to Make Valid Parentheses,Medium,71.5%,https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses/,meta-thirty-days,1,,2026-05-17
1296,divide-array-in-sets-of-k-consecutive-numbers,Divide Array in Sets of K Consecutive Numbers,Medium,59.2%,https://leetcode.com/problems/divide-array-in-sets-of-k-consecutive-numbers/,google-thirty-days,1,,2026-05-17
1321,restaurant-growth,Restaurant Growth,Medium,58.7%,https://leetcode.com/problems/restaurant-growth/,google-thirty-days,1,,2026-05-17
1391,check-if-there-is-a-valid-path-in-a-grid,Check if There is a Valid Path in a Grid,Medium,64.5%,https://leetcode.com/problems/check-if-there-is-a-valid-path-in-a-grid/,google-thirty-days,1,,2026-05-17
1394,find-lucky-integer-in-an-array,Find Lucky Integer in an Array,Easy,75.5%,https://leetcode.com/problems/find-lucky-integer-in-an-array/,licc-bonus-hashing,1,,2026-05-17
1406,stone-game-iii,Stone Game III,Hard,63.3%,https://leetcode.com/problems/stone-game-iii/,licc-bonus-dp,1,,2026-05-17
1415,the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,The k-th Lexicographical String of All Happy Strings of Length n,Medium,87.1%,https://leetcode.com/problems/the-k-th-lexicographical-string-of-all-happy-strings-of-length-n/,licc-bonus-backtracking,1,,2026-05-17
1425,constrained-subsequence-sum,Constrained Subsequence Sum,Hard,,https://leetcode.com/problems/constrained-subsequence-sum/,coding-plan-deep-work,1,,2026-05-17
1436,destination-city,Destination City,Easy,79.5%,https://leetcode.com/problems/destination-city/,licc-bonus-hashing,1,,2026-05-17
1441,build-an-array-with-stack-operations,Build an Array With Stack Operations,Medium,80.9%,https://leetcode.com/problems/build-an-array-with-stack-operations/,google-thirty-days,1,,2026-05-17
1448,count-good-nodes-in-binary-tree,Count Good Nodes In Binary Tree,Medium,,https://leetcode.com/problems/count-good-nodes-in-binary-tree/,neetcode-150,1,Trees,2026-05-25
1456,maximum-number-of-vowels-in-a-substring-of-given-length,Maximum Number of Vowels in a Substring of Given Length,Medium,61.9%,https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length/,licc-bonus-arrays-and-strings,1,,2026-05-17
1475,final-prices-with-a-special-discount-in-a-shop,Final Prices With a Special Discount in a Shop,Easy,84.1%,https://leetcode.com/problems/final-prices-with-a-special-discount-in-a-shop/,licc-bonus-stacks-and-queues,1,,2026-05-17
1482,minimum-number-of-days-to-make-m-bouquets,Minimum Number of Days to Make m Bouquets,Medium,56.5%,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets/,google-thirty-days;licc-bonus-binary-search,2,,2026-05-17
1496,path-crossing,Path Crossing,Easy,62.6%,https://leetcode.com/problems/path-crossing/,licc-bonus-hashing,1,,2026-05-17
1512,number-of-good-pairs,Number of Good Pairs,Easy,89.8%,https://leetcode.com/problems/number-of-good-pairs/,licc-bonus-hashing,1,,2026-05-17
1533,find-the-index-of-the-large-integer,Find the Index of the Large Integer,Medium,56.5%,https://leetcode.com/problems/find-the-index-of-the-large-integer/,licc-bonus-binary-search,1,,2026-05-17
1539,kth-missing-positive-number,Kth Missing Positive Number,Easy,63.5%,https://leetcode.com/problems/kth-missing-positive-number/,meta-thirty-days,1,,2026-05-17
1559,detect-cycles-in-2d-grid,Detect Cycles in 2D Grid,Medium,63.3%,https://leetcode.com/problems/detect-cycles-in-2d-grid/,google-thirty-days,1,,2026-05-17
1581,customer-who-visited-but-did-not-make-any-transactions,Customer Who Visited but Did Not Make Any Transactions,Easy,67.7%,https://leetcode.com/problems/customer-who-visited-but-did-not-make-any-transactions/,google-thirty-days,1,,2026-05-17
1584,min-cost-to-connect-all-points,Min Cost to Connect All Points,Medium,,https://leetcode.com/problems/min-cost-to-connect-all-points/,neetcode-150,1,Advanced Graphs,2026-05-25
1642,furthest-building-you-can-reach,Furthest Building You Can Reach,Medium,,https://leetcode.com/problems/furthest-building-you-can-reach/,coding-plan-deep-work,1,,2026-05-17
1650,lowest-common-ancestor-of-a-binary-tree-iii,Lowest Common Ancestor of a Binary Tree III,Medium,83.0%,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii/,meta-thirty-days,1,,2026-05-17
1657,determine-if-two-strings-are-close,Determine if Two Strings Are Close,Medium,54.3%,https://leetcode.com/problems/determine-if-two-strings-are-close/,licc-bonus-hashing,1,,2026-05-17
1665,minimum-initial-energy-to-finish-tasks,Minimum Initial Energy to Finish Tasks,Hard,76.5%,https://leetcode.com/problems/minimum-initial-energy-to-finish-tasks/,google-thirty-days,1,,2026-05-17
1673,find-the-most-competitive-subsequence,Find the Most Competitive Subsequence,Medium,53.0%,https://leetcode.com/problems/find-the-most-competitive-subsequence/,licc-bonus-stacks-and-queues,1,,2026-05-17
1674,minimum-moves-to-make-array-complementary,Minimum Moves to Make Array Complementary,Medium,65.2%,https://leetcode.com/problems/minimum-moves-to-make-array-complementary/,google-thirty-days;meta-thirty-days,2,,2026-05-17
1695,maximum-erasure-value,Maximum Erasure Value,Medium,64.3%,https://leetcode.com/problems/maximum-erasure-value/,licc-bonus-hashing,1,,2026-05-17
