source_key,source_name,source_type,source_url,problem_id,slug,title,difficulty,acceptance,problem_url,imported_at
licc-bonus-backtracking,LICC Bonus: Backtracking,problem-list,https://leetcode.com/problem-list/ajcgkew2/,40,combination-sum-ii,Combination Sum II,Medium,59.4%,https://leetcode.com/problems/combination-sum-ii/,2026-05-17
licc-bonus-backtracking,LICC Bonus: Backtracking,problem-list,https://leetcode.com/problem-list/ajcgkew2/,47,permutations-ii,Permutations II,Medium,63.4%,https://leetcode.com/problems/permutations-ii/,2026-05-17
licc-bonus-backtracking,LICC Bonus: Backtracking,problem-list,https://leetcode.com/problem-list/ajcgkew2/,93,restore-ip-addresses,Restore IP Addresses,Medium,56.0%,https://leetcode.com/problems/restore-ip-addresses/,2026-05-17
licc-bonus-backtracking,LICC Bonus: Backtracking,problem-list,https://leetcode.com/problem-list/ajcgkew2/,131,palindrome-partitioning,Palindrome Partitioning,Medium,74.0%,https://leetcode.com/problems/palindrome-partitioning/,2026-05-17
licc-bonus-backtracking,LICC Bonus: Backtracking,problem-list,https://leetcode.com/problem-list/ajcgkew2/,491,non-decreasing-subsequences,Non-decreasing Subsequences,Medium,62.7%,https://leetcode.com/problems/non-decreasing-subsequences/,2026-05-17
licc-bonus-backtracking,LICC Bonus: Backtracking,problem-list,https://leetcode.com/problem-list/ajcgkew2/,980,unique-paths-iii,Unique Paths III,Hard,82.8%,https://leetcode.com/problems/unique-paths-iii/,2026-05-17
licc-bonus-backtracking,LICC Bonus: Backtracking,problem-list,https://leetcode.com/problem-list/ajcgkew2/,1415,the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,The k-th Lexicographical String of All Happy Strings of Length n,Medium,87.1%,https://leetcode.com/problems/the-k-th-lexicographical-string-of-all-happy-strings-of-length-n/,2026-05-17
licc-bonus-backtracking,LICC Bonus: Backtracking,problem-list,https://leetcode.com/problem-list/ajcgkew2/,2305,fair-distribution-of-cookies,Fair Distribution of Cookies,Medium,69.9%,https://leetcode.com/problems/fair-distribution-of-cookies/,2026-05-17
