source_key,source_name,source_type,source_url,source_order,problem_id,slug,title,difficulty,acceptance,problem_url,concepts,neetcode_url,neetcode_slug,imported_at
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,83,286,walls-and-gates,Walls And Gates,Medium,,https://leetcode.com/problems/walls-and-gates/,Graphs,https://neetcode.io/problems/islands-and-treasure/question?list=neetcode150,islands-and-treasure,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,84,994,rotting-oranges,Rotting Oranges,Medium,,https://leetcode.com/problems/rotting-oranges/,Graphs,https://neetcode.io/problems/rotting-fruit/question?list=neetcode150,rotting-fruit,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,85,417,pacific-atlantic-water-flow,Pacific Atlantic Water Flow,Medium,,https://leetcode.com/problems/pacific-atlantic-water-flow/,Graphs,https://neetcode.io/problems/pacific-atlantic-water-flow/question?list=neetcode150,pacific-atlantic-water-flow,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,86,130,surrounded-regions,Surrounded Regions,Medium,,https://leetcode.com/problems/surrounded-regions/,Graphs,https://neetcode.io/problems/surrounded-regions/question?list=neetcode150,surrounded-regions,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,87,207,course-schedule,Course Schedule,Medium,,https://leetcode.com/problems/course-schedule/,Graphs,https://neetcode.io/problems/course-schedule/question?list=neetcode150,course-schedule,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,88,210,course-schedule-ii,Course Schedule II,Medium,,https://leetcode.com/problems/course-schedule-ii/,Graphs,https://neetcode.io/problems/course-schedule-ii/question?list=neetcode150,course-schedule-ii,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,89,261,graph-valid-tree,Graph Valid Tree,Medium,,https://leetcode.com/problems/graph-valid-tree/,Graphs,https://neetcode.io/problems/valid-tree/question?list=neetcode150,valid-tree,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,90,323,number-of-connected-components-in-an-undirected-graph,Number of Connected Components In An Undirected Graph,Medium,,https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph/,Graphs,https://neetcode.io/problems/count-connected-components/question?list=neetcode150,count-connected-components,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,91,684,redundant-connection,Redundant Connection,Medium,,https://leetcode.com/problems/redundant-connection/,Graphs,https://neetcode.io/problems/redundant-connection/question?list=neetcode150,redundant-connection,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,92,127,word-ladder,Word Ladder,Hard,,https://leetcode.com/problems/word-ladder/,Graphs,https://neetcode.io/problems/word-ladder/question?list=neetcode150,word-ladder,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,93,743,network-delay-time,Network Delay Time,Medium,,https://leetcode.com/problems/network-delay-time/,Advanced Graphs,https://neetcode.io/problems/network-delay-time/question?list=neetcode150,network-delay-time,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,94,332,reconstruct-itinerary,Reconstruct Itinerary,Hard,,https://leetcode.com/problems/reconstruct-itinerary/,Advanced Graphs,https://neetcode.io/problems/reconstruct-flight-path/question?list=neetcode150,reconstruct-flight-path,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,95,1584,min-cost-to-connect-all-points,Min Cost to Connect All Points,Medium,,https://leetcode.com/problems/min-cost-to-connect-all-points/,Advanced Graphs,https://neetcode.io/problems/min-cost-to-connect-points/question?list=neetcode150,min-cost-to-connect-points,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,96,778,swim-in-rising-water,Swim In Rising Water,Hard,,https://leetcode.com/problems/swim-in-rising-water/,Advanced Graphs,https://neetcode.io/problems/swim-in-rising-water/question?list=neetcode150,swim-in-rising-water,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,97,269,alien-dictionary,Alien Dictionary,Hard,,https://leetcode.com/problems/alien-dictionary/,Advanced Graphs,https://neetcode.io/problems/foreign-dictionary/question?list=neetcode150,foreign-dictionary,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,98,787,cheapest-flights-within-k-stops,Cheapest Flights Within K Stops,Medium,,https://leetcode.com/problems/cheapest-flights-within-k-stops/,Advanced Graphs,https://neetcode.io/problems/cheapest-flight-path/question?list=neetcode150,cheapest-flight-path,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,99,70,climbing-stairs,Climbing Stairs,Easy,,https://leetcode.com/problems/climbing-stairs/,1-D Dynamic Programming,https://neetcode.io/problems/climbing-stairs/question?list=neetcode150,climbing-stairs,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,100,746,min-cost-climbing-stairs,Min Cost Climbing Stairs,Easy,,https://leetcode.com/problems/min-cost-climbing-stairs/,1-D Dynamic Programming,https://neetcode.io/problems/min-cost-climbing-stairs/question?list=neetcode150,min-cost-climbing-stairs,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,101,198,house-robber,House Robber,Medium,,https://leetcode.com/problems/house-robber/,1-D Dynamic Programming,https://neetcode.io/problems/house-robber/question?list=neetcode150,house-robber,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,102,213,house-robber-ii,House Robber II,Medium,,https://leetcode.com/problems/house-robber-ii/,1-D Dynamic Programming,https://neetcode.io/problems/house-robber-ii/question?list=neetcode150,house-robber-ii,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,103,5,longest-palindromic-substring,Longest Palindromic Substring,Medium,,https://leetcode.com/problems/longest-palindromic-substring/,1-D Dynamic Programming,https://neetcode.io/problems/longest-palindromic-substring/question?list=neetcode150,longest-palindromic-substring,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,104,647,palindromic-substrings,Palindromic Substrings,Medium,,https://leetcode.com/problems/palindromic-substrings/,1-D Dynamic Programming,https://neetcode.io/problems/palindromic-substrings/question?list=neetcode150,palindromic-substrings,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,105,91,decode-ways,Decode Ways,Medium,,https://leetcode.com/problems/decode-ways/,1-D Dynamic Programming,https://neetcode.io/problems/decode-ways/question?list=neetcode150,decode-ways,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,106,322,coin-change,Coin Change,Medium,,https://leetcode.com/problems/coin-change/,1-D Dynamic Programming,https://neetcode.io/problems/coin-change/question?list=neetcode150,coin-change,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,107,152,maximum-product-subarray,Maximum Product Subarray,Medium,,https://leetcode.com/problems/maximum-product-subarray/,1-D Dynamic Programming,https://neetcode.io/problems/maximum-product-subarray/question?list=neetcode150,maximum-product-subarray,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,108,139,word-break,Word Break,Medium,,https://leetcode.com/problems/word-break/,1-D Dynamic Programming,https://neetcode.io/problems/word-break/question?list=neetcode150,word-break,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,109,300,longest-increasing-subsequence,Longest Increasing Subsequence,Medium,,https://leetcode.com/problems/longest-increasing-subsequence/,1-D Dynamic Programming,https://neetcode.io/problems/longest-increasing-subsequence/question?list=neetcode150,longest-increasing-subsequence,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,110,416,partition-equal-subset-sum,Partition Equal Subset Sum,Medium,,https://leetcode.com/problems/partition-equal-subset-sum/,1-D Dynamic Programming,https://neetcode.io/problems/partition-equal-subset-sum/question?list=neetcode150,partition-equal-subset-sum,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,111,62,unique-paths,Unique Paths,Medium,,https://leetcode.com/problems/unique-paths/,2-D Dynamic Programming,https://neetcode.io/problems/count-paths/question?list=neetcode150,count-paths,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,112,1143,longest-common-subsequence,Longest Common Subsequence,Medium,,https://leetcode.com/problems/longest-common-subsequence/,2-D Dynamic Programming,https://neetcode.io/problems/longest-common-subsequence/question?list=neetcode150,longest-common-subsequence,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,113,309,best-time-to-buy-and-sell-stock-with-cooldown,Best Time to Buy And Sell Stock With Cooldown,Medium,,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown/,2-D Dynamic Programming,https://neetcode.io/problems/buy-and-sell-crypto-with-cooldown/question?list=neetcode150,buy-and-sell-crypto-with-cooldown,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,114,518,coin-change-ii,Coin Change II,Medium,,https://leetcode.com/problems/coin-change-ii/,2-D Dynamic Programming,https://neetcode.io/problems/coin-change-ii/question?list=neetcode150,coin-change-ii,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,115,494,target-sum,Target Sum,Medium,,https://leetcode.com/problems/target-sum/,2-D Dynamic Programming,https://neetcode.io/problems/target-sum/question?list=neetcode150,target-sum,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,116,97,interleaving-string,Interleaving String,Medium,,https://leetcode.com/problems/interleaving-string/,2-D Dynamic Programming,https://neetcode.io/problems/interleaving-string/question?list=neetcode150,interleaving-string,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,117,329,longest-increasing-path-in-a-matrix,Longest Increasing Path In a Matrix,Hard,,https://leetcode.com/problems/longest-increasing-path-in-a-matrix/,2-D Dynamic Programming,https://neetcode.io/problems/longest-increasing-path-in-matrix/question?list=neetcode150,longest-increasing-path-in-matrix,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,118,115,distinct-subsequences,Distinct Subsequences,Hard,,https://leetcode.com/problems/distinct-subsequences/,2-D Dynamic Programming,https://neetcode.io/problems/count-subsequences/question?list=neetcode150,count-subsequences,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,119,72,edit-distance,Edit Distance,Medium,,https://leetcode.com/problems/edit-distance/,2-D Dynamic Programming,https://neetcode.io/problems/edit-distance/question?list=neetcode150,edit-distance,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,120,312,burst-balloons,Burst Balloons,Hard,,https://leetcode.com/problems/burst-balloons/,2-D Dynamic Programming,https://neetcode.io/problems/burst-balloons/question?list=neetcode150,burst-balloons,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,121,10,regular-expression-matching,Regular Expression Matching,Hard,,https://leetcode.com/problems/regular-expression-matching/,2-D Dynamic Programming,https://neetcode.io/problems/regular-expression-matching/question?list=neetcode150,regular-expression-matching,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,122,53,maximum-subarray,Maximum Subarray,Medium,,https://leetcode.com/problems/maximum-subarray/,Greedy,https://neetcode.io/problems/maximum-subarray/question?list=neetcode150,maximum-subarray,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,123,55,jump-game,Jump Game,Medium,,https://leetcode.com/problems/jump-game/,Greedy,https://neetcode.io/problems/jump-game/question?list=neetcode150,jump-game,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,124,45,jump-game-ii,Jump Game II,Medium,,https://leetcode.com/problems/jump-game-ii/,Greedy,https://neetcode.io/problems/jump-game-ii/question?list=neetcode150,jump-game-ii,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,125,134,gas-station,Gas Station,Medium,,https://leetcode.com/problems/gas-station/,Greedy,https://neetcode.io/problems/gas-station/question?list=neetcode150,gas-station,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,126,846,hand-of-straights,Hand of Straights,Medium,,https://leetcode.com/problems/hand-of-straights/,Greedy,https://neetcode.io/problems/hand-of-straights/question?list=neetcode150,hand-of-straights,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,127,1899,merge-triplets-to-form-target-triplet,Merge Triplets to Form Target Triplet,Medium,,https://leetcode.com/problems/merge-triplets-to-form-target-triplet/,Greedy,https://neetcode.io/problems/merge-triplets-to-form-target/question?list=neetcode150,merge-triplets-to-form-target,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,128,763,partition-labels,Partition Labels,Medium,,https://leetcode.com/problems/partition-labels/,Greedy,https://neetcode.io/problems/partition-labels/question?list=neetcode150,partition-labels,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,129,678,valid-parenthesis-string,Valid Parenthesis String,Medium,,https://leetcode.com/problems/valid-parenthesis-string/,Greedy,https://neetcode.io/problems/valid-parenthesis-string/question?list=neetcode150,valid-parenthesis-string,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,130,57,insert-interval,Insert Interval,Medium,,https://leetcode.com/problems/insert-interval/,Intervals,https://neetcode.io/problems/insert-new-interval/question?list=neetcode150,insert-new-interval,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,131,56,merge-intervals,Merge Intervals,Medium,,https://leetcode.com/problems/merge-intervals/,Intervals,https://neetcode.io/problems/merge-intervals/question?list=neetcode150,merge-intervals,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,132,435,non-overlapping-intervals,Non Overlapping Intervals,Medium,,https://leetcode.com/problems/non-overlapping-intervals/,Intervals,https://neetcode.io/problems/non-overlapping-intervals/question?list=neetcode150,non-overlapping-intervals,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,133,252,meeting-rooms,Meeting Rooms,Easy,,https://leetcode.com/problems/meeting-rooms/,Intervals,https://neetcode.io/problems/meeting-schedule/question?list=neetcode150,meeting-schedule,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,134,253,meeting-rooms-ii,Meeting Rooms II,Medium,,https://leetcode.com/problems/meeting-rooms-ii/,Intervals,https://neetcode.io/problems/meeting-schedule-ii/question?list=neetcode150,meeting-schedule-ii,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,135,1851,minimum-interval-to-include-each-query,Minimum Interval to Include Each Query,Hard,,https://leetcode.com/problems/minimum-interval-to-include-each-query/,Intervals,https://neetcode.io/problems/minimum-interval-including-query/question?list=neetcode150,minimum-interval-including-query,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,136,48,rotate-image,Rotate Image,Medium,,https://leetcode.com/problems/rotate-image/,Math & Geometry,https://neetcode.io/problems/rotate-matrix/question?list=neetcode150,rotate-matrix,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,137,54,spiral-matrix,Spiral Matrix,Medium,,https://leetcode.com/problems/spiral-matrix/,Math & Geometry,https://neetcode.io/problems/spiral-matrix/question?list=neetcode150,spiral-matrix,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,138,73,set-matrix-zeroes,Set Matrix Zeroes,Medium,,https://leetcode.com/problems/set-matrix-zeroes/,Math & Geometry,https://neetcode.io/problems/set-zeroes-in-matrix/question?list=neetcode150,set-zeroes-in-matrix,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,139,202,happy-number,Happy Number,Easy,,https://leetcode.com/problems/happy-number/,Math & Geometry,https://neetcode.io/problems/non-cyclical-number/question?list=neetcode150,non-cyclical-number,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,140,66,plus-one,Plus One,Easy,,https://leetcode.com/problems/plus-one/,Math & Geometry,https://neetcode.io/problems/plus-one/question?list=neetcode150,plus-one,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,141,50,powx-n,"Pow(x, n)",Medium,,https://leetcode.com/problems/powx-n/,Math & Geometry,https://neetcode.io/problems/pow-x-n/question?list=neetcode150,pow-x-n,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,142,43,multiply-strings,Multiply Strings,Medium,,https://leetcode.com/problems/multiply-strings/,Math & Geometry,https://neetcode.io/problems/multiply-strings/question?list=neetcode150,multiply-strings,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,143,2013,detect-squares,Detect Squares,Medium,,https://leetcode.com/problems/detect-squares/,Math & Geometry,https://neetcode.io/problems/count-squares/question?list=neetcode150,count-squares,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,144,136,single-number,Single Number,Easy,,https://leetcode.com/problems/single-number/,Bit Manipulation,https://neetcode.io/problems/single-number/question?list=neetcode150,single-number,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,145,191,number-of-1-bits,Number of 1 Bits,Easy,,https://leetcode.com/problems/number-of-1-bits/,Bit Manipulation,https://neetcode.io/problems/number-of-one-bits/question?list=neetcode150,number-of-one-bits,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,146,338,counting-bits,Counting Bits,Easy,,https://leetcode.com/problems/counting-bits/,Bit Manipulation,https://neetcode.io/problems/counting-bits/question?list=neetcode150,counting-bits,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,147,190,reverse-bits,Reverse Bits,Easy,,https://leetcode.com/problems/reverse-bits/,Bit Manipulation,https://neetcode.io/problems/reverse-bits/question?list=neetcode150,reverse-bits,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,148,268,missing-number,Missing Number,Easy,,https://leetcode.com/problems/missing-number/,Bit Manipulation,https://neetcode.io/problems/missing-number/question?list=neetcode150,missing-number,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,149,371,sum-of-two-integers,Sum of Two Integers,Medium,,https://leetcode.com/problems/sum-of-two-integers/,Bit Manipulation,https://neetcode.io/problems/sum-of-two-integers/question?list=neetcode150,sum-of-two-integers,2026-05-25
neetcode-150,NeetCode 150,neetcode-list,https://neetcode.io/practice/practice/neetcode150,150,7,reverse-integer,Reverse Integer,Medium,,https://leetcode.com/problems/reverse-integer/,Bit Manipulation,https://neetcode.io/problems/reverse-integer/question?list=neetcode150,reverse-integer,2026-05-25
